Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Clayey,22.24827029,567.3262722,11.15658279,4.510235396,Commercial,Low,0.9197544131
Clayey,23.03927144,838.5231196,7.245827804,1.198291975,Commercial,Medium,0.7169801439
Sandy,25.30595089,728.5851357,7.231759767,4.300073489,Cereal,Low,0.8000013904
Clayey,18.74010427,683.363373,10.77087149,4.471203112,Fruit/Vegetable,Low,0.8105391654
Clayey,28.76359908,337.840603,9.40844745,3.899945331,Commercial,High,0.7985099993
Loamy,34.90056708,1449.583898,8.721720411,1.741857765,Fruit/Vegetable,Medium,0.9525019425
Clayey,19.4572412,890.0689603,9.526393418,3.751770358,Cereal,Medium,0.8617265262
Sandy,22.75313983,581.9540691,10.45444283,3.09833571,Cereal,Medium,0.7101590508
Clayey,18.97730774,1428.376436,6.149230182,3.903884165,Cereal,High,0.743853556
Sandy,13.15020411,876.4168292,10.38057236,2.552881118,Commercial,High,0.9900146505
Loamy,13.67049324,350.2559224,6.131651793,1.273908575,Fruit/Vegetable,Medium,0.9120092347
Clayey,27.58012194,1080.372299,8.544695394,2.759318741,Commercial,Low,0.7273990439
Sandy,22.59865724,753.605701,6.991245025,2.999451119,Cereal,Low,0.7884105833
Clayey,19.08726891,1092.725111,10.88454191,2.998791817,Commercial,Medium,0.8179859247
Loamy,11.58414986,952.6370177,11.40495186,3.65085156,Cereal,Low,0.7591092604
Loamy,11.38603989,1464.772963,7.087759347,1.426309104,Fruit/Vegetable,High,0.8908122952
Loamy,10.41094287,919.3205048,7.291526777,2.0770702,Commercial,Low,0.7854524156
Loamy,17.61286694,1381.459868,8.878600744,2.484108621,Cereal,Medium,0.9595294212
Clayey,33.13431859,926.3325661,10.51413565,4.752574471,Commercial,Low,0.8551543482
Sandy,30.95205428,1284.15595,8.261691489,4.033892713,Fruit/Vegetable,Low,0.9124857078
Sandy,24.38379786,372.4006265,9.368104177,3.462330059,Fruit/Vegetable,Low,0.9776988927
Loamy,27.67046244,1206.462641,6.68984496,3.921282508,Fruit/Vegetable,Medium,0.9910832926
Clayey,24.11247562,1464.653315,6.739526195,3.220910058,Commercial,High,0.9327671521
Clayey,32.73766441,340.9488151,10.19319228,2.146559989,Fruit/Vegetable,Medium,0.8956069043
Loamy,23.4400109,758.5389292,9.388694082,1.784826135,Cereal,Medium,0.8751074055
Clayey,11.09588132,1233.880304,9.386231646,4.048612219,Cereal,Low,0.7268484071
Loamy,17.16998247,517.1640331,9.862493159,3.851428029,Cereal,Medium,0.760309813
Clayey,11.02164746,453.2808213,9.474942499,4.418542355,Fruit/Vegetable,High,0.7094734306
Sandy,14.67522997,851.6528006,10.87907337,1.660681912,Cereal,Low,0.8387276943
Loamy,25.82454932,1102.133894,7.109124293,3.43167704,Commercial,Low,0.733652499
Loamy,12.25340534,1248.81245,6.603036235,3.188765532,Cereal,Low,0.9636577419
Sandy,18.20628188,883.7667166,9.749584676,1.571051728,Fruit/Vegetable,Medium,0.8609499805
Sandy,15.27100043,775.3475268,8.878727024,3.676839883,Fruit/Vegetable,Medium,0.7795270696
Loamy,32.38517727,487.1953341,8.723278072,4.018783427,Fruit/Vegetable,Low,0.9393632324
Loamy,13.70449133,350.9053698,7.734194818,4.79669751,Cereal,High,0.9459000538
Sandy,29.91885485,1401.703252,9.50141626,1.433244393,Cereal,High,0.9095969255
Clayey,17.74874577,1372.120862,6.788191064,2.875207062,Fruit/Vegetable,High,0.7457534805
Clayey,19.16134651,1005.285637,9.657873031,1.041729932,Commercial,High,0.8432125662
Clayey,20.43334337,515.7126408,7.074618168,2.316919245,Commercial,Low,0.7413681882
Sandy,16.82691154,316.297377,11.47087416,3.781817556,Cereal,Low,0.8905447165
Sandy,15.82427021,560.2595535,9.38793503,3.343197568,Commercial,Medium,0.730843238
Loamy,33.35485734,1351.828774,8.283043434,1.831484658,Cereal,High,0.9671479094
Loamy,18.16891429,1027.86874,7.901054649,4.134680831,Commercial,High,0.9274520849
Sandy,21.74577673,597.2138945,6.692739966,4.317012175,Fruit/Vegetable,Low,0.8631668924
Clayey,32.69719045,1321.139143,8.894340689,2.366565082,Commercial,High,0.7489307403
Clayey,26.52174358,624.9248344,11.37867688,1.32902814,Cereal,Medium,0.9913863777
Sandy,33.31746414,1202.173427,7.308510456,3.781436213,Cereal,Low,0.9036141244
Loamy,18.83675781,914.0865089,10.13650402,1.00666181,Cereal,High,0.704016707
Sandy,18.85961023,1058.395976,7.271206881,4.520670222,Cereal,Medium,0.7661581597
Clayey,22.19447101,746.6589047,8.554187013,2.82686438,Fruit/Vegetable,Medium,0.9248446404
Loamy,22.09107168,1007.602777,11.54300501,1.526221899,Commercial,Low,0.9020798389
Sandy,18.82954107,676.3844423,11.48225597,1.890703118,Cereal,High,0.8354578514
Loamy,31.91833869,611.7445978,9.145921465,3.462645917,Commercial,Medium,0.7322438676
Sandy,16.76969795,1263.770592,6.086143567,4.168958043,Cereal,Medium,0.9966566916
Loamy,25.24713131,459.7638919,8.282194354,4.827567393,Cereal,Medium,0.9152186657
Clayey,15.82912021,1375.30699,8.223967584,4.044771216,Commercial,Medium,0.9792433583
Clayey,11.27904089,461.38747,7.239066505,4.652873579,Cereal,Medium,0.9949536483
Sandy,31.16838695,342.0293491,11.93624579,4.559138424,Commercial,High,0.7461804929
Loamy,25.71223433,892.416729,7.411386188,1.337254209,Fruit/Vegetable,Medium,0.9083898914
Clayey,12.45362356,976.3962429,7.831850447,1.406457305,Cereal,Low,0.7007051082
Sandy,22.94279942,689.9985336,10.71964701,1.492171978,Commercial,Low,0.7259089029
Sandy,33.04275436,885.4220637,11.83631058,1.555821169,Cereal,Medium,0.9163400601
Loamy,18.11419129,1443.644516,10.61865097,2.638549991,Fruit/Vegetable,Low,0.9604325949
Loamy,17.08965994,1285.202483,6.438980243,1.679702018,Commercial,Medium,0.7397992167
Loamy,28.62759454,499.0757684,6.408323834,4.308660316,Fruit/Vegetable,High,0.7642064425
Loamy,19.53640046,911.2163576,8.908961273,3.578677798,Fruit/Vegetable,Medium,0.8003610775
Sandy,34.14473097,1162.58135,9.692770705,4.689117608,Cereal,Medium,0.8685296999
Sandy,18.58771255,1349.513623,8.732835816,4.945125332,Cereal,Low,0.9860538004
Clayey,33.86642019,1179.51697,11.43709327,4.358246381,Fruit/Vegetable,High,0.7419760634
Sandy,27.12034466,1465.93437,10.30431636,3.172254574,Cereal,High,0.8168188207
Sandy,26.5855803,1060.175488,8.9673579,4.261194162,Commercial,High,0.8337493786
Sandy,13.21324529,1419.256659,6.713959045,4.038934666,Cereal,Medium,0.8834286563
Loamy,30.39675237,886.3288739,11.09246358,2.991636866,Commercial,High,0.7944209005
Clayey,33.84899932,375.6095976,8.031298069,1.058288264,Commercial,High,0.8542782032
Clayey,23.83681763,1108.374153,7.681928211,1.762574541,Commercial,High,0.73781291
Loamy,18.14041347,793.4135158,6.998759771,3.365218705,Fruit/Vegetable,Medium,0.9476806927
Loamy,10.40303891,544.5413267,7.916262675,3.969289535,Commercial,Low,0.9899512423
Clayey,11.82634344,1063.059249,8.735366172,1.631111623,Fruit/Vegetable,Low,0.8548954216
Clayey,13.36557952,868.5119672,9.127667913,2.646908861,Fruit/Vegetable,High,0.7848674427
Clayey,24.23079553,1400.030106,11.37538419,2.985995857,Cereal,Low,0.9947174056
Clayey,17.26092125,1194.41948,6.901449878,1.803121925,Cereal,Low,0.839257648
Sandy,23.31769403,1106.651996,8.351159769,2.733096879,Commercial,High,0.8874818919
Loamy,16.83570627,320.5025273,10.47119801,4.169546084,Commercial,High,0.8353495671
Loamy,22.35355707,1275.259952,10.52962699,3.802466014,Commercial,High,0.8837197874
Loamy,19.4407995,304.6757878,10.57684487,2.383794131,Commercial,Medium,0.7327226083
Loamy,32.49633656,1403.54391,9.421971832,3.42469025,Cereal,Medium,0.9467850579
Loamy,13.05807789,799.2750813,10.59476971,3.597232525,Commercial,Low,0.9884952487
Sandy,17.71907658,579.5899549,11.89540578,3.980915522,Commercial,Low,0.8284550008
Sandy,26.57319063,803.8653823,11.63573666,2.775914706,Cereal,Medium,0.8885506248
Clayey,23.83941171,703.6904612,8.147136747,1.098399549,Fruit/Vegetable,Medium,0.9585335612
Loamy,33.66201417,1356.309801,7.554659082,3.187783062,Cereal,High,0.765757134
Clayey,29.3555091,859.4681133,10.1758141,3.755804993,Fruit/Vegetable,High,0.8644853265
Clayey,32.14014176,327.3477025,10.50155199,3.240371623,Cereal,High,0.7453629334
Loamy,33.86081177,475.9314706,9.909277649,2.693643731,Commercial,Medium,0.8096272932
Sandy,18.61480942,1313.556186,9.788289307,2.843646567,Fruit/Vegetable,Low,0.7085833348
Clayey,33.01037706,900.7484934,11.95870083,4.51180443,Fruit/Vegetable,High,0.7065562301
Loamy,15.63072632,1477.829075,8.485600233,2.167464473,Cereal,Medium,0.8042112641
Loamy,31.58959873,1166.347369,7.295488398,4.572571316,Fruit/Vegetable,Low,0.9973955293
Loamy,33.54965589,1349.00592,7.256448101,1.564033007,Commercial,Low,0.950441412
Sandy,31.98185627,1484.197141,9.950506182,3.867137979,Commercial,High,0.8232937165
Sandy,30.54565972,992.8223245,6.493597289,4.949047807,Fruit/Vegetable,Medium,0.9778195707
Sandy,33.8338111,571.978223,7.539233615,3.747159434,Fruit/Vegetable,Low,0.7821708231
Sandy,27.54195564,654.0509811,8.544595345,4.601296324,Fruit/Vegetable,Medium,0.7788739946
Sandy,34.44460504,1484.171242,8.686998317,4.491290071,Cereal,High,0.7038797642
Loamy,11.80682267,704.5323776,9.719117113,1.917079888,Fruit/Vegetable,High,0.7395966438
Clayey,14.54651921,503.7087303,11.8078908,2.241802921,Commercial,High,0.858985136
Clayey,32.81006007,803.944678,7.642818449,2.751754961,Commercial,Medium,0.784334244
Clayey,12.16046335,411.5264913,7.026276256,3.383091232,Commercial,Low,0.881952122
Loamy,15.90585218,763.0871379,8.800882555,3.268610402,Commercial,Medium,0.864694177
Sandy,23.97988837,1221.897677,11.14374575,3.678804258,Fruit/Vegetable,Medium,0.7833204743
Sandy,12.77196617,1042.645631,11.08910718,3.723690861,Cereal,High,0.7102063466
Loamy,31.94400189,1354.656824,8.321497371,3.714373908,Fruit/Vegetable,Medium,0.9606004556
Sandy,33.99623075,1031.28505,9.606526838,4.198499976,Commercial,Low,0.7104021382
Sandy,29.40375892,491.2137802,10.82499038,3.734919627,Fruit/Vegetable,High,0.8051663531
Loamy,11.16896429,1475.808904,8.369915842,3.301547391,Cereal,Low,0.8874954207
Sandy,33.70469581,494.4403911,7.125966775,4.604223932,Commercial,Low,0.8554344407
Sandy,31.11777166,340.4749985,8.248122955,4.425856365,Cereal,High,0.7520956871
Clayey,16.58168372,1129.901696,11.5471973,4.921654103,Fruit/Vegetable,Low,0.8441803464
Sandy,18.96121813,1092.742072,6.960904423,4.719055991,Fruit/Vegetable,Low,0.7689101973
Sandy,27.26044633,736.2624193,6.475238219,3.475506546,Commercial,Medium,0.8063969497
Clayey,29.78383547,590.6308005,11.82582383,1.15743639,Commercial,Low,0.8108640574
Clayey,16.76359212,525.6165679,8.773521427,1.565484131,Cereal,Medium,0.7009966657
Clayey,20.0039758,404.4053151,7.362637708,3.739860344,Fruit/Vegetable,Low,0.8619562293
Clayey,33.97309806,1487.63595,7.35699681,2.962149405,Fruit/Vegetable,Medium,0.9585592275
Clayey,15.52170865,711.4074034,6.519294963,2.157877491,Fruit/Vegetable,High,0.9399083877
Loamy,22.1497361,1324.267335,8.590134961,1.511558008,Fruit/Vegetable,Medium,0.9121933389
Clayey,22.23305226,978.0002483,8.917563143,4.185478497,Commercial,Low,0.9529405519
Clayey,20.12439774,1206.235615,6.978964806,1.380201025,Fruit/Vegetable,Medium,0.9364089217
Loamy,13.9416582,1183.926818,9.014959402,3.390172451,Commercial,Low,0.7379969963
Clayey,14.70416197,1482.551304,10.00140688,4.79135097,Commercial,Medium,0.9648810721
Loamy,18.86425406,855.5014365,8.374149197,2.796067229,Commercial,Medium,0.763993957
Clayey,28.33068677,1043.224876,7.000708384,1.799691162,Fruit/Vegetable,Low,0.7853380346
Clayey,10.24234293,915.7691525,10.47549431,1.504916425,Commercial,High,0.7254382307
Clayey,33.38420147,1187.248854,8.705996635,4.485589089,Commercial,Medium,0.7764159327
Loamy,17.59929052,959.2678669,7.310895237,2.977506138,Fruit/Vegetable,Low,0.7323681859
Sandy,22.28798667,1431.184345,11.80976042,4.412906281,Fruit/Vegetable,Medium,0.9287760906
Sandy,16.31327169,483.9836641,11.14967246,3.60510223,Fruit/Vegetable,High,0.8334273728
Loamy,33.90729825,1235.948702,11.67703693,4.048420432,Fruit/Vegetable,Medium,0.7758080474
Loamy,15.3892273,971.4180643,8.465278184,3.238674868,Fruit/Vegetable,Low,0.8770587374
Clayey,17.77599234,999.015981,8.638889694,1.733767787,Commercial,Medium,0.9878325647
Sandy,23.72972557,605.237445,9.445676214,1.926733958,Commercial,Low,0.9616656931
Sandy,31.46555189,666.8631087,6.664155338,2.811674727,Commercial,Low,0.9802355011
Sandy,26.81541329,427.2416055,7.484250317,1.328450642,Cereal,Low,0.7339574699
Loamy,26.27432411,1468.968622,11.29181749,4.592488036,Cereal,High,0.9673838437
Clayey,33.72753528,835.7443314,8.524694014,1.319614106,Commercial,Medium,0.9374473023
Clayey,25.63352479,1180.880945,8.377910802,2.779455042,Fruit/Vegetable,Medium,0.7270068775
Sandy,29.11517238,626.7347816,9.701335006,3.884242111,Cereal,Low,0.9790809823
Clayey,25.86717253,482.3110915,8.36383005,2.358998878,Cereal,Medium,0.7683045738
Clayey,22.99318305,661.0744473,8.574623897,2.046004888,Commercial,Medium,0.7715879496
Clayey,22.45303577,1383.27441,10.37914225,2.441759806,Fruit/Vegetable,High,0.8746144876
Sandy,16.07294183,705.8357403,10.53631549,2.570694289,Cereal,High,0.8119916396
Loamy,31.88292183,1393.857193,11.45432497,2.468660986,Cereal,Medium,0.9854224914
Clayey,24.86541726,952.7506767,7.959639526,3.242668846,Fruit/Vegetable,High,0.8445521526
Sandy,18.0737677,955.6116785,8.398283532,1.917660534,Cereal,Low,0.7525760874
Sandy,30.9775605,456.9303406,11.55726934,4.749698119,Commercial,High,0.7678048504
Loamy,16.65786015,1239.045481,8.76456191,4.620260263,Fruit/Vegetable,High,0.7004857688
Loamy,17.45485111,1424.747315,6.728943468,1.763056273,Cereal,Low,0.9556534892
Clayey,32.8605668,449.9896982,9.445177289,2.647965794,Commercial,Medium,0.9015896155
Sandy,25.31383412,584.8457647,6.620863243,1.88960067,Commercial,Medium,0.9347895781
Loamy,10.97615023,1128.022198,6.516300424,3.811518744,Cereal,High,0.7424912539
Sandy,32.83026482,1078.399918,7.320828201,4.670883661,Cereal,Low,0.9740949445
Sandy,18.18794761,1483.498851,10.18637752,2.430658756,Fruit/Vegetable,High,0.9235248315
Loamy,13.79393104,539.173524,9.656102659,3.861711864,Cereal,High,0.7933226707
Sandy,20.72764319,962.556034,9.560250918,2.310096198,Cereal,High,0.8637811757
Loamy,25.38881146,450.1020966,10.80673233,2.556750421,Fruit/Vegetable,Low,0.7517219131
Clayey,16.84458547,1127.604307,11.43847269,1.015721522,Fruit/Vegetable,Low,0.8138863997
Loamy,10.46275253,720.9978002,11.33679739,2.59895943,Fruit/Vegetable,Low,0.7323504629
Sandy,24.35758787,1482.544962,6.374204171,4.93556794,Cereal,Medium,0.7935871985
Loamy,32.77322055,1354.009681,11.39281849,3.619998509,Fruit/Vegetable,Low,0.9334321295
Clayey,19.92601914,1134.743915,10.29434119,1.321848199,Commercial,High,0.8184434912
Clayey,19.17433105,1476.930939,8.848191909,2.279593284,Commercial,Low,0.8395723759
Clayey,17.94898766,874.7030242,6.588974037,1.899177297,Cereal,Medium,0.7908889528
Sandy,29.97477907,1334.015109,9.538293616,3.599859385,Fruit/Vegetable,Medium,0.7220333732
Loamy,30.36987145,1175.641672,11.72146773,3.588325297,Fruit/Vegetable,Low,0.7628845666
Clayey,28.68967793,405.2569262,10.73635757,3.294080016,Cereal,Medium,0.7559684122
Sandy,18.51639262,1319.517621,10.20347219,1.231493647,Commercial,Low,0.9233823489
Clayey,17.67784948,605.339408,7.558641108,4.552038311,Cereal,High,0.7769989858
Clayey,25.11786831,903.27344,11.73070876,3.51812091,Fruit/Vegetable,Low,0.7870866076
Loamy,23.5505741,559.7440975,9.510653924,4.569548672,Commercial,Medium,0.749187926
Sandy,32.18282192,598.906179,6.038315321,3.123790779,Cereal,Low,0.9614727698
Sandy,19.89751701,596.8446293,6.816435892,4.656219841,Fruit/Vegetable,High,0.7620693271
Sandy,27.82447737,1183.749219,8.828348135,3.921793498,Fruit/Vegetable,Medium,0.8561184103
Loamy,24.37940576,580.6875292,6.89899183,2.489039107,Commercial,Medium,0.8751799666
Loamy,19.42303018,1298.209006,6.475120589,4.975630961,Cereal,High,0.70482329
Loamy,15.31347379,406.9880697,10.30618886,3.248734356,Fruit/Vegetable,High,0.7913377899
Sandy,16.92926917,1079.462462,9.633048359,2.612827917,Cereal,High,0.9063469686
Loamy,23.93714831,1498.496077,10.42526652,2.303267657,Fruit/Vegetable,Low,0.9713145623
Clayey,34.83232731,1453.811246,9.290781011,3.84231934,Fruit/Vegetable,Medium,0.8823021473
Sandy,27.97581997,1170.08751,7.362880759,2.185676899,Fruit/Vegetable,Low,0.9402423442
Loamy,19.41296233,1388.477121,8.454801354,4.078930849,Cereal,Medium,0.7170379555
Clayey,29.30958951,356.5473864,11.48822764,4.630347534,Cereal,Medium,0.855882991
Clayey,32.4861122,602.8499989,10.02942972,1.705970543,Fruit/Vegetable,Low,0.9048186851
Clayey,26.29337615,767.871415,6.566486282,3.823800496,Fruit/Vegetable,Low,0.9354670902
Loamy,24.72177365,1052.808072,6.008045554,2.42190532,Fruit/Vegetable,High,0.7630945141
Sandy,15.45401169,1243.818261,9.56330855,2.106423486,Commercial,Medium,0.7171661576
Loamy,10.43465848,539.9487072,11.28215528,4.065217211,Fruit/Vegetable,Medium,0.8401710013
Clayey,29.77759809,371.8002101,10.61651144,3.389257468,Fruit/Vegetable,High,0.8000722871
Loamy,34.24704872,1233.981787,10.45714517,1.502111611,Commercial,Low,0.788279317
Loamy,28.45327059,1021.536848,6.353742007,3.176438727,Fruit/Vegetable,Low,0.8858782462
Loamy,34.75048473,1374.52407,6.185000692,2.460327432,Fruit/Vegetable,High,0.8398489656
Sandy,32.17208289,1020.932517,9.44867477,2.905800316,Cereal,Medium,0.8554405165
Clayey,12.49214375,449.4287513,7.074319525,4.325571685,Cereal,Low,0.800875592
Sandy,32.56283636,1176.334762,11.99684804,4.539570422,Fruit/Vegetable,Medium,0.8914661131
Loamy,12.26117538,597.1552506,10.81844395,2.236573559,Cereal,High,0.9459622997
Loamy,33.3027123,682.1334173,6.426254766,2.753794178,Fruit/Vegetable,Low,0.9728357741
Loamy,21.63532074,828.1084907,9.795576968,3.899395885,Fruit/Vegetable,Medium,0.9816598316
Sandy,27.19939432,654.0763205,11.25327726,2.808762526,Fruit/Vegetable,Low,0.8984691231
Loamy,28.6366845,391.6011692,8.186100433,4.319209152,Fruit/Vegetable,High,0.9877710317
Clayey,18.97526425,995.32243,9.870096417,1.067389788,Commercial,High,0.9312883886
Clayey,20.86604352,1082.456375,8.456195225,3.903932536,Cereal,Low,0.735955635
Sandy,33.55049326,1143.815347,6.461443858,3.912353728,Commercial,High,0.9975588976
Sandy,18.80681821,935.7439124,11.61875284,1.455788264,Commercial,High,0.9292039246
Loamy,32.69232683,956.1953754,11.11518092,4.000649212,Fruit/Vegetable,Medium,0.9501085897
Loamy,32.99260477,1081.082511,7.77759066,2.601286988,Commercial,High,0.7272402941
Loamy,10.71045309,658.5519148,11.08669635,2.918635993,Cereal,High,0.7137435922
Sandy,25.05413028,947.8568148,7.294842705,1.755553178,Fruit/Vegetable,Medium,0.8384740648
Clayey,34.10350323,777.2172313,7.3576085,1.03447982,Cereal,High,0.7859463198
Loamy,31.99688082,917.9145418,7.74681895,4.914108917,Commercial,High,0.902611427
Loamy,27.28613605,730.994553,11.17269289,1.561063327,Cereal,High,0.8378317439
Sandy,13.26133126,656.3482729,9.644174777,3.667582731,Cereal,Low,0.7159139375
Loamy,23.87934441,1240.489448,7.82568866,4.363221934,Fruit/Vegetable,Low,0.7734948111
Sandy,19.59968689,1243.567319,9.143737688,3.29977228,Cereal,High,0.7630035785
Sandy,30.03035064,869.8135656,6.116265043,4.43187943,Commercial,Low,0.9071364
Clayey,19.72303235,1203.745745,9.999282821,4.153417977,Commercial,Low,0.9288814192
Loamy,15.306388,1324.957335,6.340217241,3.027970316,Commercial,Medium,0.7249167108
Loamy,17.20897442,786.1261296,11.45163735,2.489330635,Cereal,Low,0.9053112206
Sandy,27.42597533,546.8699695,7.013109777,4.815278378,Fruit/Vegetable,Low,0.8661800069
Sandy,12.2994865,1282.013003,7.737882085,1.69105474,Cereal,Low,0.7460196234
Loamy,31.36141363,438.8298701,7.374048035,3.630247168,Cereal,Low,0.7097757158
Clayey,25.55363931,824.9445993,11.77555857,2.021944867,Fruit/Vegetable,Low,0.8363902603
Clayey,33.52706741,643.471041,9.535421501,1.726216419,Fruit/Vegetable,Low,0.9772884106
Loamy,14.97568925,1450.449969,6.820967768,4.950373917,Fruit/Vegetable,High,0.8804564055
Sandy,31.60360145,859.4399974,7.56671448,2.768637868,Cereal,Low,0.8819789415
Sandy,32.84651372,1454.085063,11.19318538,1.421563625,Cereal,Medium,0.8304693172
Clayey,20.93593318,1279.101296,7.95972165,4.797839919,Fruit/Vegetable,High,0.8375684656
Clayey,29.47211691,1093.414304,8.53180021,1.572956029,Fruit/Vegetable,Medium,0.8319425888
Loamy,12.15783926,621.8804761,11.49170501,3.992834894,Cereal,Low,0.8756979256
Sandy,16.3140629,791.3732306,7.40325486,2.277726572,Fruit/Vegetable,Medium,0.7170432858
Clayey,16.07951009,579.5441872,6.802291688,3.135684711,Cereal,Low,0.9269558321
Sandy,19.88476858,696.9417428,9.392013169,4.592643618,Cereal,High,0.8326894422
Sandy,18.68464959,1028.9229,6.82588615,2.023609375,Cereal,High,0.9301765124
Sandy,16.02032053,706.8501039,11.04722064,1.613007655,Fruit/Vegetable,Medium,0.9786833841
Clayey,18.71152677,320.0358877,8.118590739,4.153339317,Cereal,High,0.7305201424
Loamy,29.88652289,1060.213747,10.25111608,4.607928242,Cereal,Medium,0.7828974254
Sandy,27.8646282,336.5907519,8.411598451,4.355415554,Commercial,Low,0.846073297
Clayey,25.44487669,704.67599,10.80841744,1.395790005,Cereal,High,0.9369343584
Loamy,29.58308503,915.6498258,6.608982618,4.368012994,Fruit/Vegetable,Medium,0.9154793843
Loamy,23.63261349,821.4671488,11.30442784,2.716003477,Fruit/Vegetable,Medium,0.8246217592
Clayey,17.1910673,848.165846,7.425289408,4.592723773,Cereal,Low,0.875813926
Clayey,25.76663736,1474.224531,10.64776452,3.966030503,Commercial,Medium,0.8884780792
Sandy,17.93147521,1340.81277,11.89474757,4.466209257,Commercial,Medium,0.9062372482
Sandy,31.10182727,1337.161048,10.00498275,4.267573455,Cereal,Low,0.7066609162
Clayey,31.78634518,902.6950481,11.44777461,3.901171982,Commercial,Medium,0.7212620167
Loamy,25.35487398,602.1167156,10.23463433,1.159911964,Cereal,High,0.7830519565
Loamy,24.59691848,469.2512915,9.802562586,2.870964195,Commercial,High,0.79974344
Clayey,29.57139002,1495.123371,10.31395661,4.632104893,Fruit/Vegetable,Medium,0.8118970172
Sandy,23.39901074,1217.031136,8.406282424,3.018765127,Fruit/Vegetable,Medium,0.7784943139
Sandy,27.48938518,1374.19288,6.77030334,3.556923799,Fruit/Vegetable,Medium,0.758232164
Sandy,25.43334108,1232.244552,7.095948179,2.23084171,Commercial,Medium,0.7604672798
Loamy,17.49594643,1215.049097,11.70940936,1.890286556,Cereal,Low,0.9213146951
Sandy,15.28649081,390.6985584,6.347216312,1.467880246,Fruit/Vegetable,Medium,0.7522455655
Sandy,26.68464678,597.5613219,7.020852032,2.248908056,Fruit/Vegetable,Medium,0.7857114495
Sandy,25.08629058,571.970952,6.875274564,2.824834292,Fruit/Vegetable,Low,0.8781859054
Clayey,26.94704099,1427.908345,9.533934384,4.073425071,Commercial,High,0.9349184352
Loamy,18.34520918,1398.858382,7.601144105,4.654845885,Commercial,Low,0.9799933577
Loamy,17.77624992,757.062925,7.920544788,1.344462039,Commercial,High,0.9820018097
Loamy,14.16877619,770.7891567,9.248338271,3.997183858,Commercial,High,0.7979661551
Sandy,26.04602293,1329.321908,8.340925922,4.118475817,Fruit/Vegetable,Low,0.9369621318
Sandy,24.57486467,938.0630852,7.197368806,2.565903309,Cereal,Medium,0.7699256789
Loamy,29.38903117,775.2831355,7.080084714,1.981338687,Cereal,High,0.7316644703
Sandy,22.07774641,1143.547079,7.568527534,4.219108492,Commercial,High,0.7988556776
Sandy,16.13076628,828.386223,10.71914418,4.225047523,Fruit/Vegetable,Low,0.9240992799
Clayey,32.64760866,858.9462283,9.274658386,1.861971014,Fruit/Vegetable,Low,0.9561628536
Loamy,23.22141082,712.591985,6.9483729,4.073987249,Cereal,Medium,0.9088531774
Loamy,21.12496798,1462.223288,8.104788751,4.823172542,Cereal,High,0.8910986086
Loamy,20.25138915,939.386838,9.213772595,3.905100812,Commercial,Low,0.7618490081
Clayey,19.11702659,390.4037339,6.692821315,2.513431385,Commercial,High,0.8304996679
Sandy,16.61188446,440.4052767,11.97674102,1.85178512,Commercial,Low,0.864004702
Sandy,17.96780826,1040.706343,9.816013075,1.378329726,Cereal,Low,0.9582268905
Clayey,30.56545787,509.5820471,7.373887603,2.748577026,Commercial,Low,0.9963517312
Loamy,17.24985566,1396.423141,8.646310761,4.014737278,Cereal,Medium,0.7045854256
Loamy,18.20469768,1082.51253,9.59078921,3.815188674,Cereal,Medium,0.7679739706
Sandy,14.27122171,1091.672596,11.42466848,3.677730159,Cereal,Low,0.8779834834
Clayey,24.70448036,595.6156137,10.14578646,1.927094112,Commercial,Medium,0.968354881
Sandy,24.02172002,932.495374,9.058000964,4.663017522,Commercial,Low,0.9476496289
Loamy,24.60045142,1476.758582,7.149866542,2.729787024,Fruit/Vegetable,Medium,0.8363891654
Loamy,29.53650786,723.2306998,8.986135838,4.243748721,Cereal,High,0.7119838716
Loamy,27.42362565,1012.871192,8.311997112,1.115686307,Commercial,Low,0.9310901343
Loamy,12.12873468,683.7345847,6.923030071,1.917193403,Commercial,High,0.9878542962
Clayey,20.08957684,1283.996519,10.50867883,4.88878418,Fruit/Vegetable,Medium,0.7988873819
Loamy,15.2399818,866.7280667,7.449562925,3.633290041,Commercial,Low,0.7154018502
Clayey,17.64563778,1465.722382,8.760038493,4.613565369,Cereal,Low,0.8066399008
Sandy,33.75396038,1242.829533,11.00474716,3.287522979,Cereal,Low,0.9119014355
Sandy,11.21878933,1104.228158,11.84059392,3.465707482,Commercial,High,0.7672913677
Clayey,28.54247681,1475.856426,7.774667253,3.141211853,Fruit/Vegetable,High,0.8838915698
Sandy,22.12639826,639.0932258,10.90539725,1.734056909,Cereal,Low,0.8978594813
Sandy,31.66789405,1277.869201,8.233689555,2.506717101,Cereal,High,0.8777894615
Sandy,22.47081843,1194.381642,7.544268347,2.667229378,Cereal,High,0.9520147859
Loamy,17.43282737,769.8540916,9.464126573,2.189598116,Commercial,High,0.7365894842
Clayey,27.06757666,748.3555095,9.112349226,2.521360826,Fruit/Vegetable,Medium,0.795298747
Clayey,22.41630485,672.252995,6.591992718,4.714254054,Fruit/Vegetable,Medium,0.7878769196
Clayey,34.29936114,1395.131594,11.85657484,2.253681108,Cereal,High,0.7772798677
Sandy,34.74781692,1183.401322,10.13009888,1.250976564,Commercial,Low,0.7898587201
